A new study created in RDB with name: XGBRegressor_19256
Trial 11 finished with value: 0.07443795994089411 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.1908344179144159, 'subsample': 0.5373264795338532, 'colsample_bytree': 0.1878905835814385, 'learning_rate': 0.3885907841050964, 'reg_alpha': 0.04505663257400045, 'reg_lambda': 9.907070951085458}. Best is trial 11 with value: 0.07443795994089411.
Trial 849 finished with value: 0.680218552756644 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.06592676810868336, 'subsample': 0.4429390065683546, 'colsample_bytree': 0.6225509924856045, 'learning_rate': 0.09410861022564332, 'reg_alpha': 0.07906243796711074, 'reg_lambda': 5.921244625156196}. Best is trial 715 with value: 0.9377859576434285.
Trial 837 finished with value: 0.8542260662221036 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.8624721984334731, 'subsample': 0.5235405667922871, 'colsample_bytree': 0.649045940034571, 'learning_rate': 0.7636299254851737, 'reg_alpha': 0.16199213776234844, 'reg_lambda': 0.13093312832084789}. Best is trial 715 with value: 0.9377859576434285.
Trial 836 finished with value: 0.9202111492488018 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.38458485384352725, 'subsample': 0.9929931873873233, 'colsample_bytree': 0.6583208740351022, 'learning_rate': 0.06758265255891949, 'reg_alpha': 1.237275982960472, 'reg_lambda': 0.676578935406049}. Best is trial 715 with value: 0.9377859576434285.
Trial 855 finished with value: 0.26009396597786766 and parameters: {'max_depth': 3, 'min_child_weight': 1, 'gamma': 0.6062601733253626, 'subsample': 0.2721201822393553, 'colsample_bytree': 0.4328042118230553, 'learning_rate': 0.5000238983399541, 'reg_alpha': 0.14885890098347843, 'reg_lambda': 0.0007692311214127328}. Best is trial 715 with value: 0.9377859576434285.
Trial 863 finished with value: -7.621433314669737 and parameters: {'max_depth': 9, 'min_child_weight': 1, 'gamma': 0.9607042244204071, 'subsample': 0.004461290215064251, 'colsample_bytree': 0.6648531066612606, 'learning_rate': 0.3481965625837632, 'reg_alpha': 5.568429261669331, 'reg_lambda': 0.10889566144227858}. Best is trial 715 with value: 0.9377859576434285.
Trial 844 finished with value: 0.4758456047066388 and parameters: {'max_depth': 6, 'min_child_weight': 3, 'gamma': 0.09153010440516451, 'subsample': 0.46947681611838865, 'colsample_bytree': 0.2614241673456068, 'learning_rate': 0.7956486332415968, 'reg_alpha': 0.07081223952260593, 'reg_lambda': 0.07192795350774442}. Best is trial 715 with value: 0.9377859576434285.
Trial 813 finished with value: 0.9251491966050553 and parameters: {'max_depth': 10, 'min_child_weight': 3, 'gamma': 0.9646912474798867, 'subsample': 0.9276308564612343, 'colsample_bytree': 0.8547545952678495, 'learning_rate': 0.6541119421268057, 'reg_alpha': 0.002645070443595255, 'reg_lambda': 0.00047335919109452027}. Best is trial 715 with value: 0.9377859576434285.
Trial 869 finished with value: 0.08678794606989233 and parameters: {'max_depth': 1, 'min_child_weight': 1, 'gamma': 0.754128618352414, 'subsample': 0.2835005880393566, 'colsample_bytree': 0.8947856405234476, 'learning_rate': 0.01680943161204962, 'reg_alpha': 0.0010794440226173266, 'reg_lambda': 0.009597102886297209}. Best is trial 715 with value: 0.9377859576434285.
Trial 825 finished with value: 0.9025405055339876 and parameters: {'max_depth': 9, 'min_child_weight': 1, 'gamma': 0.4400208618867859, 'subsample': 0.8462828672565292, 'colsample_bytree': 0.5964883843749039, 'learning_rate': 0.23138877746589115, 'reg_alpha': 0.00030041973330489766, 'reg_lambda': 1.6900455453067649}. Best is trial 715 with value: 0.9377859576434285.
Trial 858 finished with value: 0.06683724642709984 and parameters: {'max_depth': 7, 'min_child_weight': 2, 'gamma': 0.7718842341786712, 'subsample': 0.14430213607737286, 'colsample_bytree': 0.04112502462644663, 'learning_rate': 0.10923260633998888, 'reg_alpha': 1.015492912879932, 'reg_lambda': 0.00023311858454420046}. Best is trial 715 with value: 0.9377859576434285.
Trial 866 finished with value: 0.18005727957278628 and parameters: {'max_depth': 2, 'min_child_weight': 3, 'gamma': 0.40144744013320377, 'subsample': 0.1784280076856647, 'colsample_bytree': 0.2723581970403939, 'learning_rate': 0.7081273955274662, 'reg_alpha': 0.31823236629383694, 'reg_lambda': 6.628461042547714}. Best is trial 715 with value: 0.9377859576434285.
Trial 868 finished with value: -1.8296285094350255 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.7192458526792397, 'subsample': 0.110851540083724, 'colsample_bytree': 0.38786948183593906, 'learning_rate': 0.5951448828687612, 'reg_alpha': 0.5766515957423036, 'reg_lambda': 0.000728258146471648}. Best is trial 715 with value: 0.9377859576434285.
Trial 856 finished with value: -2.8086307364313927 and parameters: {'max_depth': 5, 'min_child_weight': 3, 'gamma': 0.3206664374661212, 'subsample': 0.14778059763671936, 'colsample_bytree': 0.23184973098628414, 'learning_rate': 0.5235488400798228, 'reg_alpha': 0.00010217828420706103, 'reg_lambda': 0.018205762188296743}. Best is trial 715 with value: 0.9377859576434285.
Trial 845 finished with value: 0.8105975083382353 and parameters: {'max_depth': 9, 'min_child_weight': 5, 'gamma': 0.32644342769659884, 'subsample': 0.5522878896289087, 'colsample_bytree': 0.4392638979816139, 'learning_rate': 0.6231707690191731, 'reg_alpha': 0.031247171817385826, 'reg_lambda': 4.244428494243968}. Best is trial 715 with value: 0.9377859576434285.
Trial 862 finished with value: 0.3791867592695681 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.9460006777158255, 'subsample': 0.22117656645102157, 'colsample_bytree': 0.2688253308242129, 'learning_rate': 0.2892013670760455, 'reg_alpha': 0.00045082692428357213, 'reg_lambda': 0.001797735936586475}. Best is trial 715 with value: 0.9377859576434285.
Trial 867 finished with value: 0.3540039241676712 and parameters: {'max_depth': 3, 'min_child_weight': 1, 'gamma': 0.643528170259331, 'subsample': 0.40159627056728553, 'colsample_bytree': 0.6479153059014938, 'learning_rate': 0.766713354926832, 'reg_alpha': 0.00022516782931305198, 'reg_lambda': 0.2783880515835805}. Best is trial 715 with value: 0.9377859576434285.
Trial 877 finished with value: 0.07487528052352872 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.36885907578283816, 'subsample': 0.432752305117586, 'colsample_bytree': 0.7536071000903312, 'learning_rate': 0.32145627552342504, 'reg_alpha': 2.077297622766593, 'reg_lambda': 0.0019851617368294144}. Best is trial 715 with value: 0.9377859576434285.
Trial 848 finished with value: 0.8843887144151505 and parameters: {'max_depth': 6, 'min_child_weight': 2, 'gamma': 0.9466688200442351, 'subsample': 0.44688926177813193, 'colsample_bytree': 0.746747130686553, 'learning_rate': 0.3724518464537484, 'reg_alpha': 0.0034692155718006753, 'reg_lambda': 1.5841201644915965}. Best is trial 715 with value: 0.9377859576434285.
Trial 880 finished with value: 0.045103516938669666 and parameters: {'max_depth': 1, 'min_child_weight': 1, 'gamma': 0.8140758708932514, 'subsample': 0.3911884075995802, 'colsample_bytree': 0.48857444999870914, 'learning_rate': 0.6836568773003037, 'reg_alpha': 0.002368180850619491, 'reg_lambda': 0.0002518887828569979}. Best is trial 715 with value: 0.9377859576434285.
Trial 872 finished with value: 0.5145600455861026 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.6349720848010153, 'subsample': 0.6359933337709791, 'colsample_bytree': 0.16055902316699222, 'learning_rate': 0.4615664626705138, 'reg_alpha': 1.442479186423151, 'reg_lambda': 5.135545560597576}. Best is trial 715 with value: 0.9377859576434285.
Trial 865 finished with value: 0.05704457611836171 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.5106962951829985, 'subsample': 0.32496633237918493, 'colsample_bytree': 0.015594517172449418, 'learning_rate': 0.4772814799791295, 'reg_alpha': 0.0005472444487228551, 'reg_lambda': 3.1784487512294137}. Best is trial 715 with value: 0.9377859576434285.
Trial 839 finished with value: 0.9240121495847623 and parameters: {'max_depth': 8, 'min_child_weight': 1, 'gamma': 0.6784791312365377, 'subsample': 0.9486987329135301, 'colsample_bytree': 0.6808385802283042, 'learning_rate': 0.40138066202379685, 'reg_alpha': 0.012787065094097782, 'reg_lambda': 0.0005169943979646264}. Best is trial 715 with value: 0.9377859576434285.
Trial 870 finished with value: 0.6890725440795963 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.3050468894903431, 'subsample': 0.6269443444854693, 'colsample_bytree': 0.600740013933567, 'learning_rate': 0.550492555379417, 'reg_alpha': 0.11320976421636762, 'reg_lambda': 0.011999415857246981}. Best is trial 715 with value: 0.9377859576434285.
Trial 864 finished with value: 0.7474512577581801 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.22794948043552254, 'subsample': 0.666346211765427, 'colsample_bytree': 0.510459601559034, 'learning_rate': 0.683162796921527, 'reg_alpha': 1.125559271198762, 'reg_lambda': 0.005838517709723452}. Best is trial 715 with value: 0.9377859576434285.
Trial 884 finished with value: -920.277352776276 and parameters: {'max_depth': 5, 'min_child_weight': 2, 'gamma': 0.41457050521095273, 'subsample': 0.0033799560664053985, 'colsample_bytree': 0.300175356894379, 'learning_rate': 0.8138260813084143, 'reg_alpha': 0.0005622774502328124, 'reg_lambda': 0.01799895812851329}. Best is trial 715 with value: 0.9377859576434285.
Trial 874 finished with value: 0.5560751645314672 and parameters: {'max_depth': 3, 'min_child_weight': 4, 'gamma': 0.9161428915687514, 'subsample': 0.30309584799568623, 'colsample_bytree': 0.8025158893979142, 'learning_rate': 0.09151939658099251, 'reg_alpha': 0.23180769694441225, 'reg_lambda': 1.0645966480538254}. Best is trial 715 with value: 0.9377859576434285.
Trial 860 finished with value: 0.25486888299801574 and parameters: {'max_depth': 10, 'min_child_weight': 1, 'gamma': 0.08275809058882422, 'subsample': 0.10402057455821867, 'colsample_bytree': 0.10892827805478789, 'learning_rate': 0.1826768776211134, 'reg_alpha': 0.055684379382434444, 'reg_lambda': 0.011219603780612465}. Best is trial 715 with value: 0.9377859576434285.
Trial 876 finished with value: 0.595570431290191 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.49651169564986475, 'subsample': 0.7022989908294117, 'colsample_bytree': 0.43397643403862907, 'learning_rate': 0.1735183587616892, 'reg_alpha': 0.309825623520049, 'reg_lambda': 0.010105231738495741}. Best is trial 715 with value: 0.9377859576434285.
Trial 885 finished with value: 0.09340744298225374 and parameters: {'max_depth': 1, 'min_child_weight': 1, 'gamma': 0.8161434689443353, 'subsample': 0.9647736613329135, 'colsample_bytree': 0.7373876245598129, 'learning_rate': 0.7192644045290442, 'reg_alpha': 0.3957890902521803, 'reg_lambda': 0.00021328320290375276}. Best is trial 715 with value: 0.9377859576434285.
Trial 881 finished with value: -10.683722430571299 and parameters: {'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.6304167965325467, 'subsample': 0.11737636486061243, 'colsample_bytree': 0.7005790611518943, 'learning_rate': 0.6479187135771534, 'reg_alpha': 0.0007098223176601481, 'reg_lambda': 0.0068048111533312765}. Best is trial 715 with value: 0.9377859576434285.
Trial 861 finished with value: 0.8866456042231989 and parameters: {'max_depth': 5, 'min_child_weight': 2, 'gamma': 0.06053746796630799, 'subsample': 0.4795501541756365, 'colsample_bytree': 0.9831221022275389, 'learning_rate': 0.5645338076091321, 'reg_alpha': 0.8659993513281036, 'reg_lambda': 0.3703140943734674}. Best is trial 715 with value: 0.9377859576434285.
Trial 871 finished with value: -1.9372660020087147 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.3618214445796383, 'subsample': 0.2736520770670654, 'colsample_bytree': 0.6277998480713793, 'learning_rate': 0.6138864261104623, 'reg_alpha': 0.0014378958183633233, 'reg_lambda': 0.00043945921322989946}. Best is trial 715 with value: 0.9377859576434285.
Trial 859 finished with value: -0.2619016649540418 and parameters: {'max_depth': 10, 'min_child_weight': 3, 'gamma': 0.5576054356593069, 'subsample': 0.34872779282258104, 'colsample_bytree': 0.1872834479724892, 'learning_rate': 0.8891300252113045, 'reg_alpha': 0.015424896577048423, 'reg_lambda': 0.5136774718140719}. Best is trial 715 with value: 0.9377859576434285.
Trial 875 finished with value: -0.30184262299770825 and parameters: {'max_depth': 5, 'min_child_weight': 2, 'gamma': 0.35089157346958477, 'subsample': 0.29149832067565784, 'colsample_bytree': 0.10148451432224526, 'learning_rate': 0.833702721386547, 'reg_alpha': 0.009405631892264758, 'reg_lambda': 0.09151167315000351}. Best is trial 715 with value: 0.9377859576434285.
Trial 890 finished with value: 0.030527507517771068 and parameters: {'max_depth': 2, 'min_child_weight': 5, 'gamma': 0.8396617333573742, 'subsample': 0.05749612015453165, 'colsample_bytree': 0.4550636217353424, 'learning_rate': 0.16430727065468786, 'reg_alpha': 0.04002942760478121, 'reg_lambda': 0.00012233800062311134}. Best is trial 715 with value: 0.9377859576434285.
Trial 882 finished with value: 0.011880111045642527 and parameters: {'max_depth': 5, 'min_child_weight': 1, 'gamma': 0.9962127853509073, 'subsample': 0.5404316820993885, 'colsample_bytree': 0.018612571136216838, 'learning_rate': 0.8733291535443217, 'reg_alpha': 0.007908419190731068, 'reg_lambda': 0.1634463968327074}. Best is trial 715 with value: 0.9377859576434285.
Trial 879 finished with value: 0.6066474384729525 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.030738580370210267, 'subsample': 0.9045895862294595, 'colsample_bytree': 0.1557947699240565, 'learning_rate': 0.16920269872621208, 'reg_alpha': 0.3002324567403831, 'reg_lambda': 0.0012749374469927838}. Best is trial 715 with value: 0.9377859576434285.
Trial 883 finished with value: -33.83324826713875 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.6086754265152726, 'subsample': 0.23330535183939416, 'colsample_bytree': 0.6995587921269629, 'learning_rate': 0.962014369015117, 'reg_alpha': 0.00012293267016978365, 'reg_lambda': 0.17131240915896628}. Best is trial 715 with value: 0.9377859576434285.
Trial 892 finished with value: -4.8600824665451885 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.059520194368223533, 'subsample': 0.04208017297892552, 'colsample_bytree': 0.6494289875810527, 'learning_rate': 0.5359478273276247, 'reg_alpha': 0.00017725940757845444, 'reg_lambda': 0.00021789551430092893}. Best is trial 715 with value: 0.9377859576434285.
Trial 901 finished with value: 0.09433965321922595 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.18924379833400173, 'subsample': 0.7305478239167608, 'colsample_bytree': 0.5941355666004098, 'learning_rate': 0.8299815300394254, 'reg_alpha': 0.01142088778048996, 'reg_lambda': 0.03039839493854609}. Best is trial 715 with value: 0.9377859576434285.
Trial 886 finished with value: 0.757030349410117 and parameters: {'max_depth': 3, 'min_child_weight': 4, 'gamma': 0.24888970126875676, 'subsample': 0.985292270216513, 'colsample_bytree': 0.9764065481723297, 'learning_rate': 0.47374889094353745, 'reg_alpha': 0.005405719827455964, 'reg_lambda': 0.0011936524597281548}. Best is trial 715 with value: 0.9377859576434285.
Trial 896 finished with value: 0.012267858608220761 and parameters: {'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.13359533652266742, 'subsample': 0.18720644607547943, 'colsample_bytree': 0.6013595072115447, 'learning_rate': 0.4827369419213907, 'reg_alpha': 0.0007915530543426775, 'reg_lambda': 0.0009841672745215743}. Best is trial 715 with value: 0.9377859576434285.
Trial 907 finished with value: 0.002400683886597421 and parameters: {'max_depth': 1, 'min_child_weight': 1, 'gamma': 0.5605112049643882, 'subsample': 0.2607546669466052, 'colsample_bytree': 0.8261129363352426, 'learning_rate': 0.9121250178474172, 'reg_alpha': 0.7362640156861298, 'reg_lambda': 0.013125006419839711}. Best is trial 715 with value: 0.9377859576434285.
Trial 889 finished with value: 0.054526731893245174 and parameters: {'max_depth': 10, 'min_child_weight': 5, 'gamma': 0.5186252297372255, 'subsample': 0.2816685470025365, 'colsample_bytree': 0.08790255915285738, 'learning_rate': 0.5514039917920617, 'reg_alpha': 0.032464998916433514, 'reg_lambda': 0.004731056583309393}. Best is trial 715 with value: 0.9377859576434285.
Trial 903 finished with value: 0.48199115408693516 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.8440692300695379, 'subsample': 0.9679567002561373, 'colsample_bytree': 0.5530543552246469, 'learning_rate': 0.2433546072311119, 'reg_alpha': 1.0631144416005573, 'reg_lambda': 0.0007534765455842888}. Best is trial 715 with value: 0.9377859576434285.
Trial 857 finished with value: 0.8548591580394284 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.30679750620892354, 'subsample': 0.6067578963702579, 'colsample_bytree': 0.9931501712751192, 'learning_rate': 0.8983263794819315, 'reg_alpha': 0.538262634120955, 'reg_lambda': 0.22097081313051492}. Best is trial 715 with value: 0.9377859576434285.
