A new study created in RDB with name: MLP_12115
Trial 0 finished with value: 141.5070466244852 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 3, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'lr': 0.00538449941369389, 'batch_size': 96}. Best is trial 0 with value: 141.5070466244852.
Trial 253 finished with value: 20.830207487877026 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0018646080850257163, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 254 finished with value: 22.8734577315423 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0014758639271239705, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 255 finished with value: 22.83704150990327 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0009023385950200372, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 256 finished with value: 27.422554178787248 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0012818525403737874, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 257 finished with value: 29.826799478661183 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 96, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0010801470759385185, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 258 finished with value: 21.3450933887283 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0017177998562901665, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 259 finished with value: 14.296807093661311 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001437180117874077, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 260 finished with value: 12.475563947533992 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0007313271863468259, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 261 finished with value: 16.592660379964634 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0007409286499275955, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 262 finished with value: 24.2687227783991 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0006233897266989608, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 263 finished with value: 90.27369721395387 and parameters: {'input_dropout': 0.1, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'lr': 0.000842297649837888, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 264 finished with value: 220.37490230602825 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.000958398503280876, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 265 finished with value: 15.023983260218774 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0007609584266499323, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 266 finished with value: 54.967701577576086 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001135608628519527, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 267 finished with value: 19.332930692266142 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0019540641357600566, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 268 finished with value: 16.25770588493079 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.002333030559625303, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 269 finished with value: 16.618175041895825 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0012655208418317111, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 270 finished with value: 343.73232005782734 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 1.94827635604968e-05, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 271 finished with value: 22.092028916319524 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0009861278087340355, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 272 finished with value: 13.055432318738871 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0016354236914178973, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 273 finished with value: 15.066643947400612 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0016493776961123015, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 274 finished with value: 16.564677725434777 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0005399968928461709, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 275 finished with value: 13.77295693339248 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0011394136738018114, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 276 finished with value: 31.60006746816907 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0010620364727049094, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 277 finished with value: 17.569922845317453 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0014183326504868686, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 278 finished with value: 11.439132703654003 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0015771809631476, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 279 finished with value: 41.338888043007906 and parameters: {'input_dropout': 0.0, 'hidden_layers': 3, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.000864348455409336, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 280 finished with value: 112.87299767346069 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'lr': 0.0017445720239589585, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 281 finished with value: 18.48122070596722 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0007257253287186698, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 282 finished with value: 118.13253862277762 and parameters: {'input_dropout': 0.1, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0012841043518907057, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 283 finished with value: 23.08565365958414 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'lr': 0.0010637920280384598, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 284 finished with value: 22.365673102269376 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 256, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001667088895115358, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 285 finished with value: 19.545938966704888 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0011623672653702567, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 286 finished with value: 24.558411675629124 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0015187595783216492, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 287 finished with value: 16.77813333588436 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0009105484776101392, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 288 finished with value: 48.84100308351636 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0019374102468645267, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 289 finished with value: 18.34489824034247 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0013469105892681347, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 290 finished with value: 237.89843008779894 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0006397080282140626, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 291 finished with value: 21.417570620460683 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0007964969515859777, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 292 finished with value: 76.74614142355414 and parameters: {'input_dropout': 0.0, 'hidden_layers': 2, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0011558437413094736, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 293 finished with value: 17.967246813268225 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001551575040737358, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 294 finished with value: 14.669411275222192 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0009760200864658732, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 295 finished with value: 17.242241941178577 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0013081053587587147, 'batch_size': 128}. Best is trial 170 with value: 10.560527383025718.
Trial 296 finished with value: 21.127053974427085 and parameters: {'input_dropout': 0.0, 'hidden_layers': 4, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0017367453600874486, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 297 finished with value: 16.91342651373556 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0021609854436521287, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 298 finished with value: 87.8446264556115 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0015053712755640233, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 299 finished with value: 125.50921554736088 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.1, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'lr': 0.0010750043560875894, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 300 finished with value: 12.961661667857163 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001308678520248984, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
Trial 301 finished with value: 20.592352720230245 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0012430993637415901, 'batch_size': 64}. Best is trial 170 with value: 10.560527383025718.
