A new study created in RDB with name: MLP_153131
Trial 0 finished with value: 495.5684996318022 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0010891743874929258, 'batch_size': 96}. Best is trial 0 with value: 495.5684996318022.
Trial 197 finished with value: 41.43607503465594 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0029607536903613466, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 198 finished with value: 15.839666780048487 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0026721945512572843, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 199 finished with value: 113.92288909598795 and parameters: {'input_dropout': 0.2, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002467189314883413, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 200 finished with value: 16.75652533392824 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0030902821324761643, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 201 finished with value: 15.604727499151357 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0023936726192981457, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 202 finished with value: 19.194966847656687 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002135144186489973, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 203 finished with value: 16.752283809046332 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002765120456965483, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 204 finished with value: 16.49830589993477 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0025745954044983956, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 205 finished with value: 13.935368339039282 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0023387914554080804, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 206 finished with value: 29.03903660474796 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.002004031027417163, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 207 finished with value: 16.974918647688117 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002599678587779744, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 208 finished with value: 60.13735001826103 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0029322774213475984, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 209 finished with value: 27.83837018788334 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0032848267808040913, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 210 finished with value: 16.798261920173726 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002277099462119961, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 211 finished with value: 23.087416511218873 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0024070610042951405, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 212 finished with value: 22.053021502051255 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0027490655478359482, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 213 finished with value: 26.805481172112724 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002382555164965823, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 214 finished with value: 18.51441230660216 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0022084482691608555, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 215 finished with value: 12.970247686251792 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0025399831571039444, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 216 finished with value: 14.841800190252055 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.002587275352846257, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 217 finished with value: 25.309763693050492 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002854700838424552, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 218 finished with value: 25.592334909586175 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.002482632406873063, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 219 finished with value: 13.577874359098344 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0027017973244292245, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 220 finished with value: 13.81486980728217 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.003057794201124539, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 221 finished with value: 20.419240355930896 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0030737891778110592, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 222 finished with value: 26.46508829569753 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0027244315527270068, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 223 finished with value: 13.65891340179149 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002981434221622272, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 224 finished with value: 38.92867888742498 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0032014568155997536, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 225 finished with value: 13.242632410832844 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0029382159319794213, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 226 finished with value: 97.82689663325549 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.00297008297702762, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 227 finished with value: 28.73630570249974 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0033345345803109084, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 228 finished with value: 18.815280182319803 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0030314942694541864, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 229 finished with value: 50.94856796658408 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0025986658514795167, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 230 finished with value: 25.72859545250612 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002944950679537037, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 231 finished with value: 14.167025198142609 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002756571903245835, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 232 finished with value: 25.987204361737597 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0027064145226969676, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 233 finished with value: 32.783787280330706 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002854921626757661, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 234 finished with value: 17.361208304233465 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0025089671447516876, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 235 finished with value: 50.35165593333605 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0031990508709588326, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 236 finished with value: 39.11580150904269 and parameters: {'input_dropout': 0.1, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0027043975516286337, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 237 finished with value: 35.082418920372554 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002863253296123473, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 238 finished with value: 17.023958212289028 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0025351896891956604, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 239 finished with value: 44.56829997006586 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0026362830421864645, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 240 finished with value: 15.486104702760805 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.003078374910591098, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 241 finished with value: 15.238380666805309 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002799624835793585, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 242 finished with value: 11.149172366640274 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0028529059409427744, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 243 finished with value: 21.365372345568584 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0029428168502201183, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
Trial 244 finished with value: 145.94548607813704 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.002363495439128292, 'batch_size': 96}. Best is trial 171 with value: 10.681659473072962.
