A new study created in RDB with name: MLP_942
Trial 0 finished with value: 184.6502827269914 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 7, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0030870657531373693, 'batch_size': 32}. Best is trial 0 with value: 184.6502827269914.
Trial 243 finished with value: 232.13396167408814 and parameters: {'input_dropout': 0.2, 'hidden_layers': 4, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0015804470486580095, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 244 finished with value: 498.61176266569385 and parameters: {'input_dropout': 0.05, 'hidden_layers': 10, 'hidden_units': 96, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.008191842938995142, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 245 finished with value: 324.2420985529837 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 4, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00015804183996552296, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 246 finished with value: 945.8399143728462 and parameters: {'input_dropout': 0.2, 'hidden_layers': 10, 'hidden_units': 192, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.05, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0014359934124558247, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 247 finished with value: 154.685014598308 and parameters: {'input_dropout': 0.05, 'hidden_layers': 4, 'hidden_units': 96, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.1, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.00046487250401590954, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 248 finished with value: 303.1342470196877 and parameters: {'input_dropout': 0.05, 'hidden_layers': 3, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00014687345348641577, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 249 finished with value: 17619.64992164027 and parameters: {'input_dropout': 0.05, 'hidden_layers': 10, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0002756421757809951, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 250 finished with value: 342.490376931234 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 192, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.004472659087556997, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 251 finished with value: 134.14315448810433 and parameters: {'input_dropout': 0.2, 'hidden_layers': 6, 'hidden_units': 192, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.1, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.004665364343138193, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 252 finished with value: 11833.058046903556 and parameters: {'input_dropout': 0.2, 'hidden_layers': 4, 'hidden_units': 64, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00018677615718243687, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 253 finished with value: 215.695923770351 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 3, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0004543029819402558, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 254 finished with value: 224.1500445087134 and parameters: {'input_dropout': 0.2, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.002123535063104326, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 255 finished with value: 13465.496060371888 and parameters: {'input_dropout': 0.0, 'hidden_layers': 6, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.3, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00026211597903019296, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 256 finished with value: 127.81822212136304 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 4, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0021869314781466304, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 257 finished with value: 132.19188242024725 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 10, 'hidden_units': 160, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.1, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0006824871214994889, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 258 finished with value: 3797.754008571731 and parameters: {'input_dropout': 0.1, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0011616096875005813, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 259 finished with value: 247.31590833272443 and parameters: {'input_dropout': 0.2, 'hidden_layers': 9, 'hidden_units': 64, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.004207040947485809, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 260 finished with value: 431.6898828399876 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 6, 'hidden_units': 32, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.1, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.004714961101134336, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 261 finished with value: 197.11181989890906 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 4, 'hidden_units': 96, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.25, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0001357070650372122, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 262 finished with value: 189.3080972897238 and parameters: {'input_dropout': 0.2, 'hidden_layers': 3, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.3, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.005634266358348353, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 263 finished with value: 252.86216833093314 and parameters: {'input_dropout': 0.1, 'hidden_layers': 6, 'hidden_units': 32, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.1, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.004025852389528405, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 264 finished with value: 7096.570377844717 and parameters: {'input_dropout': 0.05, 'hidden_layers': 3, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.1, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.00036058677405734034, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 265 finished with value: 197.77077865304005 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 5, 'hidden_units': 32, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.003885175845068994, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 266 finished with value: 212.2910572666284 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 3, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0003396426537181165, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 267 finished with value: 6766.681011231406 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 10, 'hidden_units': 256, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00019454878638828309, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 268 finished with value: 111.59297465560763 and parameters: {'input_dropout': 0.2, 'hidden_layers': 5, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.009150947635929394, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 269 finished with value: 178.69948295404134 and parameters: {'input_dropout': 0.2, 'hidden_layers': 7, 'hidden_units': 256, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0028797042545777238, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 270 finished with value: 202.75147881367144 and parameters: {'input_dropout': 0.2, 'hidden_layers': 9, 'hidden_units': 224, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.05, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.005905155447764252, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 271 finished with value: 55.40507318044399 and parameters: {'input_dropout': 0.05, 'hidden_layers': 4, 'hidden_units': 256, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0032536377111228205, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 272 finished with value: 9196.114581344631 and parameters: {'input_dropout': 0.2, 'hidden_layers': 10, 'hidden_units': 32, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.25, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00032119605483656996, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 273 finished with value: 102.20036659398554 and parameters: {'input_dropout': 0.05, 'hidden_layers': 4, 'hidden_units': 96, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0013594239930124715, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 274 finished with value: 9150.393831149306 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.3, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0004770479062554281, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 275 finished with value: 125.18177727067555 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 3, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.05, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0015947790306282035, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 276 finished with value: 218.99416519315147 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 160, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.1, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.006635737581615214, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 277 finished with value: 221.2718917242901 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 96, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.3, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0008457595562441646, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 278 finished with value: 212.7602103246573 and parameters: {'input_dropout': 0.05, 'hidden_layers': 7, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.00011840444430631105, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 279 finished with value: 165.0038437306859 and parameters: {'input_dropout': 0.2, 'hidden_layers': 3, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0013465394875186317, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 280 finished with value: 131.28172027141488 and parameters: {'input_dropout': 0.1, 'hidden_layers': 9, 'hidden_units': 224, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.25, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0006831424610792758, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 281 finished with value: 495.0360787694439 and parameters: {'input_dropout': 0.2, 'hidden_layers': 5, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0006651428992017826, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 282 finished with value: 659.8935719540584 and parameters: {'input_dropout': 0.2, 'hidden_layers': 10, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0043942429956043754, 'batch_size': 96}. Best is trial 26 with value: 21.03031085049643.
Trial 283 finished with value: 112.19440956810229 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 5, 'hidden_units': 256, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0036950423820565842, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 284 finished with value: 328.0964175484305 and parameters: {'input_dropout': 0.0, 'hidden_layers': 6, 'hidden_units': 96, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0005212586761417684, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 285 finished with value: 136.7488474939072 and parameters: {'input_dropout': 0.1, 'hidden_layers': 9, 'hidden_units': 96, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0014601520351859019, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 286 finished with value: 167.19294647351748 and parameters: {'input_dropout': 0.2, 'hidden_layers': 10, 'hidden_units': 256, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0058972775285787826, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
Trial 287 finished with value: 104.88689004755724 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 7, 'hidden_units': 64, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.00444893260758535, 'batch_size': 32}. Best is trial 26 with value: 21.03031085049643.
Trial 288 finished with value: 173.0167748917347 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0024238256475909987, 'batch_size': 128}. Best is trial 26 with value: 21.03031085049643.
Trial 289 finished with value: 147.05463072764758 and parameters: {'input_dropout': 0.05, 'hidden_layers': 5, 'hidden_units': 96, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.007720428876201601, 'batch_size': 64}. Best is trial 26 with value: 21.03031085049643.
