A new study created in RDB with name: XGBRegressor_6531
Trial 17 finished with value: 0.4467439670228604 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.8869700038235654, 'subsample': 0.012102099265793198, 'colsample_bytree': 0.4559829485685656, 'learning_rate': 0.851666569233345, 'reg_alpha': 0.0009398634107741563, 'reg_lambda': 2.1210423643248144}. Best is trial 17 with value: 0.4467439670228604.
Trial 258 finished with value: 0.7442586489364491 and parameters: {'max_depth': 7, 'min_child_weight': 4, 'gamma': 0.1465241107618126, 'subsample': 0.5240809903493034, 'colsample_bytree': 0.6971828487015809, 'learning_rate': 0.050230962753004205, 'reg_alpha': 1.3716398101491232, 'reg_lambda': 0.17480116523667955}. Best is trial 37 with value: 0.8147043883985973.
Trial 275 finished with value: -409101542495.0968 and parameters: {'max_depth': 5, 'min_child_weight': 2, 'gamma': 0.3385857647615159, 'subsample': 0.10080423680627171, 'colsample_bytree': 0.7168805298896175, 'learning_rate': 0.8904043565219409, 'reg_alpha': 0.06921872453716535, 'reg_lambda': 0.9566627068594202}. Best is trial 37 with value: 0.8147043883985973.
Trial 257 finished with value: 0.06240354826185938 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.8022130095386283, 'subsample': 0.35984133661703976, 'colsample_bytree': 0.4486321424205778, 'learning_rate': 0.6757684556987634, 'reg_alpha': 0.007674688158411185, 'reg_lambda': 0.0036354790469530105}. Best is trial 37 with value: 0.8147043883985973.
Trial 283 finished with value: 0.7810327391107444 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.10290849972233829, 'subsample': 0.06743987155926279, 'colsample_bytree': 0.44744087192782955, 'learning_rate': 0.045002439051986975, 'reg_alpha': 0.012617267541882908, 'reg_lambda': 6.753435085953631}. Best is trial 37 with value: 0.8147043883985973.
Trial 255 finished with value: 0.5177529356721863 and parameters: {'max_depth': 10, 'min_child_weight': 4, 'gamma': 0.3902340188295754, 'subsample': 0.7552054674810936, 'colsample_bytree': 0.3200954319479359, 'learning_rate': 0.6745691847897747, 'reg_alpha': 0.2458182400586641, 'reg_lambda': 0.04703167162002747}. Best is trial 37 with value: 0.8147043883985973.
Trial 263 finished with value: 0.719186909124804 and parameters: {'max_depth': 9, 'min_child_weight': 3, 'gamma': 0.6547506521222485, 'subsample': 0.5362991612360021, 'colsample_bytree': 0.997330354231202, 'learning_rate': 0.09131657462496656, 'reg_alpha': 7.962519279578352, 'reg_lambda': 0.004770432840253328}. Best is trial 37 with value: 0.8147043883985973.
Trial 261 finished with value: 0.49370356787520003 and parameters: {'max_depth': 10, 'min_child_weight': 3, 'gamma': 0.6221512533801128, 'subsample': 0.6295115787326545, 'colsample_bytree': 0.48911261647939175, 'learning_rate': 0.6549063359440743, 'reg_alpha': 1.1450817305540446, 'reg_lambda': 0.05860263507716517}. Best is trial 37 with value: 0.8147043883985973.
Trial 265 finished with value: 0.6997042239991782 and parameters: {'max_depth': 9, 'min_child_weight': 5, 'gamma': 0.6784879153901284, 'subsample': 0.6594769597345531, 'colsample_bytree': 0.3298215876903646, 'learning_rate': 0.18262183072481997, 'reg_alpha': 0.009485832806039315, 'reg_lambda': 0.0005301668308678408}. Best is trial 37 with value: 0.8147043883985973.
Trial 288 finished with value: 0.7338217108838393 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.10171373914936144, 'subsample': 0.6224256203155307, 'colsample_bytree': 0.5669513767023538, 'learning_rate': 0.39161575176833396, 'reg_alpha': 1.3994787285843646, 'reg_lambda': 0.0021182541073371717}. Best is trial 37 with value: 0.8147043883985973.
Trial 291 finished with value: 0.5413481934773869 and parameters: {'max_depth': 7, 'min_child_weight': 5, 'gamma': 0.4304465727997715, 'subsample': 0.026013785469783612, 'colsample_bytree': 0.9346897134269571, 'learning_rate': 0.48779025496159434, 'reg_alpha': 0.014834316997414982, 'reg_lambda': 0.04716439130717084}. Best is trial 37 with value: 0.8147043883985973.
Trial 285 finished with value: 0.7680852355423231 and parameters: {'max_depth': 3, 'min_child_weight': 1, 'gamma': 0.7420559402596141, 'subsample': 0.43254228274124196, 'colsample_bytree': 0.20079906988314333, 'learning_rate': 0.28764404768752416, 'reg_alpha': 0.6122574753229855, 'reg_lambda': 0.0005939636595244038}. Best is trial 37 with value: 0.8147043883985973.
Trial 268 finished with value: 0.6616666298788949 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.8005471804258809, 'subsample': 0.4904461386733232, 'colsample_bytree': 0.24988794780277734, 'learning_rate': 0.4100558605299087, 'reg_alpha': 0.29574166197123936, 'reg_lambda': 0.004937661265198217}. Best is trial 37 with value: 0.8147043883985973.
Trial 286 finished with value: 0.8061526520522712 and parameters: {'max_depth': 3, 'min_child_weight': 4, 'gamma': 0.9556977106914268, 'subsample': 0.7050276034749355, 'colsample_bytree': 0.5132435971727795, 'learning_rate': 0.04977879063671253, 'reg_alpha': 0.034035358736963624, 'reg_lambda': 0.0078635604278612}. Best is trial 37 with value: 0.8147043883985973.
Trial 278 finished with value: 0.5518099645738809 and parameters: {'max_depth': 7, 'min_child_weight': 2, 'gamma': 0.048386424088237345, 'subsample': 0.24121789439354846, 'colsample_bytree': 0.2958408108197996, 'learning_rate': 0.6263782492649645, 'reg_alpha': 2.0830373218765534, 'reg_lambda': 2.074652176886323}. Best is trial 37 with value: 0.8147043883985973.
Trial 284 finished with value: 0.6753473581109222 and parameters: {'max_depth': 5, 'min_child_weight': 3, 'gamma': 0.7321836630048146, 'subsample': 0.1187928085976181, 'colsample_bytree': 0.45082450096895155, 'learning_rate': 0.23944392603115494, 'reg_alpha': 0.04109453301823475, 'reg_lambda': 0.0006313533347251181}. Best is trial 37 with value: 0.8147043883985973.
Trial 301 finished with value: 0.7442949200098667 and parameters: {'max_depth': 1, 'min_child_weight': 5, 'gamma': 0.11115646076816055, 'subsample': 0.9650230927386443, 'colsample_bytree': 0.7355222335893309, 'learning_rate': 0.13591043255607205, 'reg_alpha': 1.6821922536583591, 'reg_lambda': 0.00035530146116074537}. Best is trial 37 with value: 0.8147043883985973.
Trial 276 finished with value: 0.6003849489278619 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.1473462846759349, 'subsample': 0.37701790310288885, 'colsample_bytree': 0.3520202032114904, 'learning_rate': 0.3706632341495073, 'reg_alpha': 0.0256446160752401, 'reg_lambda': 1.6903956871299535}. Best is trial 37 with value: 0.8147043883985973.
Trial 303 finished with value: 0.7393117839262084 and parameters: {'max_depth': 1, 'min_child_weight': 5, 'gamma': 0.007754913854916001, 'subsample': 0.9995836265531339, 'colsample_bytree': 0.9343536986051348, 'learning_rate': 0.9499254009132149, 'reg_alpha': 0.5711564335589604, 'reg_lambda': 0.00174515549478916}. Best is trial 37 with value: 0.8147043883985973.
Trial 274 finished with value: 0.27818738798617704 and parameters: {'max_depth': 10, 'min_child_weight': 5, 'gamma': 0.7439415347170231, 'subsample': 0.5332696909985084, 'colsample_bytree': 0.4846901754763062, 'learning_rate': 0.9717172116779481, 'reg_alpha': 0.638495020338407, 'reg_lambda': 0.5360577845379598}. Best is trial 37 with value: 0.8147043883985973.
Trial 277 finished with value: 0.7214362620624963 and parameters: {'max_depth': 9, 'min_child_weight': 1, 'gamma': 0.8281093249484015, 'subsample': 0.8859838343542844, 'colsample_bytree': 0.6260935875018353, 'learning_rate': 0.3505383262064464, 'reg_alpha': 1.400623165872888, 'reg_lambda': 0.00010065720474741016}. Best is trial 37 with value: 0.8147043883985973.
Trial 282 finished with value: 0.5581491709633856 and parameters: {'max_depth': 7, 'min_child_weight': 2, 'gamma': 0.7685999950755352, 'subsample': 0.19052087968200893, 'colsample_bytree': 0.6379040159289776, 'learning_rate': 0.40243525377337397, 'reg_alpha': 6.808722543891494, 'reg_lambda': 0.5390125335519238}. Best is trial 37 with value: 0.8147043883985973.
Trial 295 finished with value: 0.7328496938220834 and parameters: {'max_depth': 4, 'min_child_weight': 5, 'gamma': 0.43939301003710984, 'subsample': 0.30613899636010833, 'colsample_bytree': 0.043067052097730874, 'learning_rate': 0.3466401047402752, 'reg_alpha': 0.013490937910135552, 'reg_lambda': 0.33625025973460515}. Best is trial 37 with value: 0.8147043883985973.
Trial 273 finished with value: 0.6651886435784509 and parameters: {'max_depth': 9, 'min_child_weight': 1, 'gamma': 0.4094638381094996, 'subsample': 0.7559706829878273, 'colsample_bytree': 0.3251442603552105, 'learning_rate': 0.34753501609083726, 'reg_alpha': 0.0002279899169379115, 'reg_lambda': 0.005440854900120435}. Best is trial 37 with value: 0.8147043883985973.
Trial 302 finished with value: 0.7940107133309523 and parameters: {'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.6121668436564576, 'subsample': 0.5876530131321058, 'colsample_bytree': 0.7147120394413766, 'learning_rate': 0.16835079937404707, 'reg_alpha': 0.00018458448549328528, 'reg_lambda': 0.14888877308410062}. Best is trial 37 with value: 0.8147043883985973.
Trial 293 finished with value: 0.766876159904575 and parameters: {'max_depth': 4, 'min_child_weight': 2, 'gamma': 0.42643090298412323, 'subsample': 0.5340691328109621, 'colsample_bytree': 0.17495340661972258, 'learning_rate': 0.42079282637991244, 'reg_alpha': 0.0011386504716903384, 'reg_lambda': 1.8187279659185631}. Best is trial 37 with value: 0.8147043883985973.
Trial 289 finished with value: 0.8045083956542609 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.6233524217768857, 'subsample': 0.25192640735390825, 'colsample_bytree': 0.4327992379766149, 'learning_rate': 0.06598780362571655, 'reg_alpha': 0.0005003501041752293, 'reg_lambda': 1.6148418987286972}. Best is trial 37 with value: 0.8147043883985973.
Trial 292 finished with value: 0.7492799882697303 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.5549959744707397, 'subsample': 0.9153352153555379, 'colsample_bytree': 0.4493670532704632, 'learning_rate': 0.14355321317072212, 'reg_alpha': 0.24043696121089464, 'reg_lambda': 0.3281311896731597}. Best is trial 37 with value: 0.8147043883985973.
Trial 279 finished with value: 0.38789308101816444 and parameters: {'max_depth': 7, 'min_child_weight': 2, 'gamma': 0.5646319026624425, 'subsample': 0.3087351296431714, 'colsample_bytree': 0.7508961233438642, 'learning_rate': 0.4428228806519833, 'reg_alpha': 0.00045953334705066363, 'reg_lambda': 0.010339560569662136}. Best is trial 37 with value: 0.8147043883985973.
Trial 297 finished with value: 0.7700629332849164 and parameters: {'max_depth': 4, 'min_child_weight': 5, 'gamma': 0.3733104388864008, 'subsample': 0.7042392791808298, 'colsample_bytree': 0.22738936445109326, 'learning_rate': 0.3596627785484443, 'reg_alpha': 0.00633548348855275, 'reg_lambda': 0.37723692789661717}. Best is trial 37 with value: 0.8147043883985973.
Trial 299 finished with value: 0.7308625360358507 and parameters: {'max_depth': 9, 'min_child_weight': 3, 'gamma': 0.2699568463289619, 'subsample': 0.23294253801218923, 'colsample_bytree': 0.07147833332446307, 'learning_rate': 0.22119398388190425, 'reg_alpha': 0.006464772760293027, 'reg_lambda': 0.002217884260271028}. Best is trial 37 with value: 0.8147043883985973.
Trial 306 finished with value: 0.8020250486565358 and parameters: {'max_depth': 2, 'min_child_weight': 3, 'gamma': 0.9762982481828759, 'subsample': 0.8982541778170147, 'colsample_bytree': 0.8649299024205657, 'learning_rate': 0.14327938016314157, 'reg_alpha': 0.13320219987742432, 'reg_lambda': 0.010068481020994313}. Best is trial 37 with value: 0.8147043883985973.
Trial 308 finished with value: 0.7522586958574887 and parameters: {'max_depth': 2, 'min_child_weight': 5, 'gamma': 0.4896577179691679, 'subsample': 0.11930205760495505, 'colsample_bytree': 0.8905128005450619, 'learning_rate': 0.3990228684067403, 'reg_alpha': 2.508719003807584, 'reg_lambda': 5.489100166507988}. Best is trial 37 with value: 0.8147043883985973.
Trial 298 finished with value: 0.6547465666953478 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.267270808781624, 'subsample': 0.7151839597475592, 'colsample_bytree': 0.6654721294884209, 'learning_rate': 0.22701692532084927, 'reg_alpha': 0.00020668103472002079, 'reg_lambda': 0.03416037029575199}. Best is trial 37 with value: 0.8147043883985973.
Trial 296 finished with value: 0.8033566526407512 and parameters: {'max_depth': 5, 'min_child_weight': 2, 'gamma': 0.5501837592748235, 'subsample': 0.41692537973760513, 'colsample_bytree': 0.2089305835644787, 'learning_rate': 0.04499598483346623, 'reg_alpha': 0.0010830110827497576, 'reg_lambda': 0.00017803469793069477}. Best is trial 37 with value: 0.8147043883985973.
Trial 317 finished with value: 0.737618027849903 and parameters: {'max_depth': 1, 'min_child_weight': 4, 'gamma': 0.30218749302568904, 'subsample': 0.8585087174268141, 'colsample_bytree': 0.4082993006359774, 'learning_rate': 0.910977204698928, 'reg_alpha': 0.09814609289185516, 'reg_lambda': 1.7065359692502475}. Best is trial 37 with value: 0.8147043883985973.
Trial 309 finished with value: 0.766070852146264 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.1721703879118468, 'subsample': 0.7509401149085979, 'colsample_bytree': 0.19367496396377193, 'learning_rate': 0.8550667044779584, 'reg_alpha': 0.12842008452202625, 'reg_lambda': 2.277915521791914}. Best is trial 37 with value: 0.8147043883985973.
Trial 321 finished with value: 0.3102810453479262 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.6824788235174568, 'subsample': 0.01982354878411352, 'colsample_bytree': 0.7480757573041706, 'learning_rate': 0.6922969019767159, 'reg_alpha': 2.877897293823331, 'reg_lambda': 0.0012974739659525137}. Best is trial 37 with value: 0.8147043883985973.
Trial 294 finished with value: 0.686885795554821 and parameters: {'max_depth': 7, 'min_child_weight': 2, 'gamma': 0.5535926017563307, 'subsample': 0.3851799352211588, 'colsample_bytree': 0.14402906058770104, 'learning_rate': 0.320972619507899, 'reg_alpha': 0.0005438305211080599, 'reg_lambda': 0.0013515902344197943}. Best is trial 37 with value: 0.8147043883985973.
Trial 310 finished with value: 0.7390746893372038 and parameters: {'max_depth': 3, 'min_child_weight': 2, 'gamma': 0.8948173510224022, 'subsample': 0.25541175730105237, 'colsample_bytree': 0.7489235312246473, 'learning_rate': 0.19170806639006188, 'reg_alpha': 0.0004999709695969524, 'reg_lambda': 0.1140972775807166}. Best is trial 37 with value: 0.8147043883985973.
Trial 290 finished with value: 0.7017810502111225 and parameters: {'max_depth': 6, 'min_child_weight': 5, 'gamma': 0.9139584627178919, 'subsample': 0.8346441268759979, 'colsample_bytree': 0.9278803672302246, 'learning_rate': 0.09799640108540142, 'reg_alpha': 0.5013437711078931, 'reg_lambda': 5.178219175162195}. Best is trial 37 with value: 0.8147043883985973.
Trial 314 finished with value: 0.7392186774975952 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.9946366147889869, 'subsample': 0.9943126868486323, 'colsample_bytree': 0.029490276181642794, 'learning_rate': 0.5084279064327822, 'reg_alpha': 0.006731974913140349, 'reg_lambda': 0.041325838797142675}. Best is trial 37 with value: 0.8147043883985973.
Trial 300 finished with value: 0.7202941608191242 and parameters: {'max_depth': 10, 'min_child_weight': 3, 'gamma': 0.23085130723133396, 'subsample': 0.42647382680550794, 'colsample_bytree': 0.10752862337761493, 'learning_rate': 0.7392756945766019, 'reg_alpha': 0.0014303726855732558, 'reg_lambda': 0.15308968007096932}. Best is trial 37 with value: 0.8147043883985973.
Trial 287 finished with value: -2.1301260139858216 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.6342418675494876, 'subsample': 0.29732587442886493, 'colsample_bytree': 0.396149980080013, 'learning_rate': 0.6870092214179917, 'reg_alpha': 0.00589721149305715, 'reg_lambda': 0.0001625219464798636}. Best is trial 37 with value: 0.8147043883985973.
Trial 324 finished with value: 0.7227565735761106 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.17361861501154485, 'subsample': 0.09560199882992815, 'colsample_bytree': 0.032123628049639974, 'learning_rate': 0.2707507207901064, 'reg_alpha': 9.431051683455468, 'reg_lambda': 0.02131935426282486}. Best is trial 37 with value: 0.8147043883985973.
Trial 313 finished with value: 0.7124648548557877 and parameters: {'max_depth': 8, 'min_child_weight': 3, 'gamma': 0.08512540658818257, 'subsample': 0.4518378418210661, 'colsample_bytree': 0.04255630026752755, 'learning_rate': 0.9613291884264753, 'reg_alpha': 0.0017407813315375219, 'reg_lambda': 0.02618522551576871}. Best is trial 37 with value: 0.8147043883985973.
Trial 311 finished with value: 0.7622405267320864 and parameters: {'max_depth': 4, 'min_child_weight': 4, 'gamma': 0.6289477739051642, 'subsample': 0.8349904708665039, 'colsample_bytree': 0.49597964827437035, 'learning_rate': 0.13594070658019408, 'reg_alpha': 0.0005273260954814634, 'reg_lambda': 3.3357153216472257}. Best is trial 37 with value: 0.8147043883985973.
